SORA Value Date,,,SORA Publication Date,SORA,SORA Index
,,20,21 Dec 2017,0.931,0.974201568
,,21,22 Dec 2017,1.0005,0.9742282718
,,22,26 Dec 2017,1.2709,0.9743639591
,,26,27 Dec 2017,1.196,0.9743958862
,,27,28 Dec 2017,0.9589,0.9744214848
,,28,29 Dec 2017,0.759,0.9744417475
,,29,02 Jan 2018,0.8605,0.9745336386
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2018,Jan,2,03 Jan 2018,0.7915,0.9745547713
,,3,04 Jan 2018,1.0355,0.9745824193
,,4,05 Jan 2018,0.6058,0.9745985947
,,5,08 Jan 2018,0.3425,0.9746260303
,,8,09 Jan 2018,0.0458,0.9746272533
,,9,10 Jan 2018,0.056,0.9746287486
,,10,11 Jan 2018,0.1294,0.9746322039
,,11,12 Jan 2018,0.066,0.9746339662
,,12,15 Jan 2018,0.4538,0.9746703187
,,15,16 Jan 2018,0.1639,0.9746746954
,,16,17 Jan 2018,0.0973,0.9746772937
,,17,18 Jan 2018,0.138,0.9746809787
,,18,19 Jan 2018,0.0868,0.9746832966
,,19,22 Jan 2018,0.6715,0.9747370911
,,22,23 Jan 2018,0.6374,0.974754113
,,23,24 Jan 2018,0.1786,0.9747588826
,,24,25 Jan 2018,0.1183,0.9747620419
,,25,26 Jan 2018,0.0602,0.9747636496
,,26,29 Jan 2018,0.1977,0.9747794888
,,29,30 Jan 2018,0.2863,0.9747871348
,,30,31 Jan 2018,0.6653,0.9748049026
,,31,01 Feb 2018,0.8294,0.9748270534
,Feb,1,02 Feb 2018,0.7742,0.9748477304
,,2,05 Feb 2018,0.9899,0.9749270456
,,5,06 Feb 2018,0.5491,0.9749417123
,,6,07 Feb 2018,0.6143,0.9749581207
,,7,08 Feb 2018,0.6509,0.974975507
,,8,09 Feb 2018,0.8123,0.9749972049
,,9,12 Feb 2018,1.3314,0.975103899
,,12,13 Feb 2018,1.391,0.9751410598
,,13,14 Feb 2018,1.1126,0.9751707842
,,14,15 Feb 2018,0.6005,0.9751868278
,,15,19 Feb 2018,0.5852,0.975249368
,,19,20 Feb 2018,0.7581,0.9752696238
,,20,21 Feb 2018,0.916,0.975294099
,,21,22 Feb 2018,1.1141,0.9753238682
,,22,23 Feb 2018,1.2325,0.9753568021
,,23,26 Feb 2018,1.5934,0.9754845391
,,26,27 Feb 2018,1.6497,0.9755286283
,,27,28 Feb 2018,1.5178,0.9755691943
,,28,01 Mar 2018,0.5943,0.9755850787
,Mar,1,02 Mar 2018,0.3726,0.9755950377
,,2,05 Mar 2018,0.5802,0.9756415615
,,5,06 Mar 2018,0.8453,0.9756641563
,,6,07 Mar 2018,0.7439,0.9756840411
,,7,08 Mar 2018,0.9541,0.9757095453
,,8,09 Mar 2018,0.8161,0.975731361
,,9,12 Mar 2018,0.8321,0.9757980931
,,12,13 Mar 2018,0.7758,0.9758188334
,,13,14 Mar 2018,0.5956,0.9758347567
,,14,15 Mar 2018,0.5853,0.9758504048
,,15,16 Mar 2018,0.5777,0.97586585
,,16,19 Mar 2018,0.2856,0.9758887574
,,19,20 Mar 2018,0.5764,0.9759041684
,,20,21 Mar 2018,0.671,0.975922109
,,21,22 Mar 2018,0.9127,0.9759465124
,,22,23 Mar 2018,0.7604,0.9759668442
,,23,26 Mar 2018,0.7599,0.9760278007
,,26,27 Mar 2018,0.6705,0.9760457302
,,27,28 Mar 2018,0.7152,0.9760648553
,,28,29 Mar 2018,0.5858,0.9760805205
,,29,02 Apr 2018,0.7834,0.976164319
,Apr,2,03 Apr 2018,0.6773,0.9761824329
,,3,04 Apr 2018,0.5953,0.976198354
,,4,05 Apr 2018,0.4255,0.9762097341
,,5,06 Apr 2018,0.1524,0.9762138101
,,6,09 Apr 2018,0.1727,0.976227667
,,9,10 Apr 2018,0.1867,0.9762326604
,,10,11 Apr 2018,0.2671,0.9762398043
,,11,12 Apr 2018,0.2775,0.9762472264
,,12,13 Apr 2018,0.2905,0.9762549963
,,13,16 Apr 2018,0.3699,0.9762846771
,,16,17 Apr 2018,0.3521,0.9762940949
,,17,18 Apr 2018,0.3924,0.9763045907
,,18,19 Apr 2018,0.4361,0.9763162556
,,19,20 Apr 2018,1.0692,0.976344855
,,20,23 Apr 2018,1.3329,0.9764518169
,,23,24 Apr 2018,1.1291,0.9764820227
,,24,25 Apr 2018,0.8744,0.9765054154
,,25,26 Apr 2018,0.8638,0.9765285252
,,26,27 Apr 2018,0.9956,0.9765551617
,,27,30 Apr 2018,1.756,0.9766961067
,,30,02 May 2018,1.4725,0.9767749113
,May,2,03 May 2018,1.1115,0.9768046561
,,3,04 May 2018,1.0984,0.9768340513
,,4,07 May 2018,1.1747,0.9769283653
,,7,08 May 2018,1.3977,0.9769657749
,,8,09 May 2018,1.5624,0.9770075944
,,9,10 May 2018,1.5366,0.9770487251
,,10,11 May 2018,0.9983,0.977075448
,,11,14 May 2018,0.8759,0.9771457894
,,14,15 May 2018,0.9905,0.9771723062
,,15,16 May 2018,0.7019,0.9771910974
,,16,17 May 2018,0.6264,0.9772078676
,,17,18 May 2018,0.4188,0.9772190801
,,18,21 May 2018,0.4564,0.9772557378
,,21,22 May 2018,0.6761,0.9772738398
,,22,23 May 2018,0.6852,0.9772921858
,,23,24 May 2018,1.2815,0.9773264981
,,24,25 May 2018,1.0365,0.9773542515
,,25,28 May 2018,1.4118,0.9774676621
,,28,30 May 2018,1.5135,0.9775487249
,,30,31 May 2018,1.5544,0.9775903551
,,31,01 Jun 2018,1.1205,0.9776203658
,Jun,1,04 Jun 2018,0.9958,0.9777003807
,,4,05 Jun 2018,1.431,0.9777387119
,,5,06 Jun 2018,1.5185,0.9777793885
,,6,07 Jun 2018,1.4606,0.9778185158
,,7,08 Jun 2018,1.0974,0.9778479146
,,8,11 Jun 2018,1.1256,0.9779383803
,,11,12 Jun 2018,1.0994,0.9779678363
,,12,13 Jun 2018,0.789,0.9779889765
,,13,14 Jun 2018,0.5849,0.9780046484
,,14,18 Jun 2018,0.7504,0.9780850753
,,18,19 Jun 2018,0.5232,0.9780990954
,,19,20 Jun 2018,0.4036,0.9781099107
,,20,21 Jun 2018,0.4929,0.9781231192
,,21,22 Jun 2018,0.5651,0.9781382627
,,22,25 Jun 2018,0.4658,0.9781757107
,,25,26 Jun 2018,0.6866,0.9781941111
,,26,27 Jun 2018,0.9323,0.9782190966
,,27,28 Jun 2018,0.8223,0.9782411347
,,28,29 Jun 2018,0.8296,0.9782633689
,,29,02 Jul 2018,1.3426,0.9783713209
,Jul,2,03 Jul 2018,0.9918,0.9783979058
,,3,04 Jul 2018,0.916,0.9784224596
,,4,05 Jul 2018,0.8344,0.9784448266
,,5,06 Jul 2018,0.8786,0.978468379
,,6,09 Jul 2018,1.4412,0.9785842832
,,9,10 Jul 2018,1.4302,0.9786226276
,,10,11 Jul 2018,1.4064,0.9786603354
,,11,12 Jul 2018,1.3745,0.9786971894
,,12,13 Jul 2018,1.2384,0.9787303954
,,13,16 Jul 2018,1.1951,0.9788265335
,,16,17 Jul 2018,1.1635,0.9788577353
,,17,18 Jul 2018,0.7706,0.9788784013
,,18,19 Jul 2018,0.8579,0.9789014089
,,19,20 Jul 2018,0.9735,0.9789275174
,,20,23 Jul 2018,1.0492,0.9790119358
,,23,24 Jul 2018,1.4072,0.9790496801
,,24,25 Jul 2018,1.4046,0.9790873561
,,25,26 Jul 2018,0.9908,0.9791139336
,,26,27 Jul 2018,1.1911,0.9791458849
,,27,30 Jul 2018,1.4968,0.979266344
,,30,31 Jul 2018,1.5623,0.9793082593
,,31,01 Aug 2018,1.7311,0.9793547053
,Aug,1,02 Aug 2018,1.8083,0.979403225
,,2,03 Aug 2018,1.6714,0.9794480736
,,3,06 Aug 2018,1.8187,0.9795944836
,,6,07 Aug 2018,1.8285,0.9796435573
,,7,08 Aug 2018,1.4463,0.9796823753
,,8,10 Aug 2018,1.3192,0.9797531916
,,10,13 Aug 2018,1.4192,0.9798674765
,,13,14 Aug 2018,1.7705,0.9799150067
,,14,15 Aug 2018,1.4315,0.9799534382
,,15,16 Aug 2018,1.6876,0.979998747
,,16,17 Aug 2018,1.0175,0.9800260661
,,17,20 Aug 2018,0.8028,0.9800907317
,,20,21 Aug 2018,0.7479,0.9801108142
,,21,23 Aug 2018,1.224,0.9801765487
,,23,24 Aug 2018,1.1864,0.9802084085
,,24,27 Aug 2018,1.546,0.9803329621
,,27,28 Aug 2018,1.5029,0.9803733276
,,28,29 Aug 2018,1.3932,0.9804107484
,,29,30 Aug 2018,1.358,0.980447225
,,30,31 Aug 2018,1.1073,0.9804769688
,,31,03 Sep 2018,1.0628,0.9805626168
,Sep,3,04 Sep 2018,0.9531,0.9805882216
,,4,05 Sep 2018,1.0603,0.980616707
,,5,06 Sep 2018,0.6039,0.9806329315
,,6,07 Sep 2018,0.68,0.9806512009
,,7,10 Sep 2018,0.7885,0.9807147551
,,10,11 Sep 2018,0.6444,0.9807320694
,,11,12 Sep 2018,0.6249,0.9807488601
,,12,13 Sep 2018,0.8635,0.9807720622
,,13,14 Sep 2018,0.8372,0.9807945582
,,14,17 Sep 2018,1.0121,0.9808761468
,,17,18 Sep 2018,1.2431,0.9809095531
,,18,19 Sep 2018,1.2587,0.9809433797
,,19,20 Sep 2018,1.3053,0.9809784598
,,20,21 Sep 2018,1.3883,0.9810157719
,,21,24 Sep 2018,1.4172,0.9811300428
,,24,25 Sep 2018,1.1161,0.9811600439
,,25,26 Sep 2018,1.2211,0.9811928684
,,26,27 Sep 2018,1.0801,0.9812219036
,,27,28 Sep 2018,1.011,0.9812490821
,,28,01 Oct 2018,1.1084,0.9813384753
,Oct,1,02 Oct 2018,1.1854,0.9813703459
,,2,03 Oct 2018,1.0854,0.9813995289
,,3,04 Oct 2018,1.1103,0.9814293823
,,4,05 Oct 2018,1.273,0.9814636113
,,5,08 Oct 2018,1.2754,0.9815664956
,,8,09 Oct 2018,1.0762,0.981595437
,,9,10 Oct 2018,1.1576,0.9816265684
,,10,11 Oct 2018,1.0035,0.9816535564
,,11,12 Oct 2018,1.1007,0.9816831593
,,12,15 Oct 2018,1.1695,0.9817775219
,,15,16 Oct 2018,1.1025,0.981807177
,,16,17 Oct 2018,0.941,0.9818324888
,,17,18 Oct 2018,1.0147,0.9818597837
,,18,19 Oct 2018,1.1154,0.9818897883
,,19,22 Oct 2018,1.3026,0.9819949123
,,22,23 Oct 2018,1.2159,0.9820276249
,,23,24 Oct 2018,1.2068,0.9820600937
,,24,25 Oct 2018,1.3389,0.9820961178
,,25,26 Oct 2018,1.3532,0.982132528
,,26,29 Oct 2018,1.2862,0.9822363542
,,29,30 Oct 2018,1.3056,0.9822714887
,,30,31 Oct 2018,1.3336,0.9823073779
,,31,01 Nov 2018,1.4498,0.9823463957
,Nov,1,02 Nov 2018,1.5274,0.9823875035
,,2,05 Nov 2018,1.5642,0.9825138036
,,5,07 Nov 2018,1.3473,0.9825863373
,,7,08 Nov 2018,1.2537,0.9826200871
,,8,09 Nov 2018,1.2862,0.982654713
,,9,12 Nov 2018,1.263,0.9827567207
,,12,13 Nov 2018,1.2342,0.9827899513
,,13,14 Nov 2018,1.2595,0.9828238643
,,14,15 Nov 2018,1.1703,0.9828553766
,,15,16 Nov 2018,1.4816,0.9828952724
,,16,19 Nov 2018,1.8768,0.9830468914
,,19,20 Nov 2018,1.9294,0.9830988556
,,20,21 Nov 2018,1.5162,0.9831396932
,,21,22 Nov 2018,1.7144,0.9831858712
,,22,23 Nov 2018,1.5247,0.9832269414
,,23,26 Nov 2018,1.5637,0.983353309
,,26,27 Nov 2018,1.462,0.983392697
,,27,28 Nov 2018,1.3705,0.9834296213
,,28,29 Nov 2018,1.3427,0.9834657981
,,29,30 Nov 2018,1.8059,0.9835144567
,,30,03 Dec 2018,1.9655,0.9836733415
,Dec,3,04 Dec 2018,1.8987,0.9837245114
,,4,05 Dec 2018,1.6113,0.9837679381
,,5,06 Dec 2018,1.2463,0.983801529
,,6,07 Dec 2018,0.4604,0.9838139384
,,7,10 Dec 2018,1.1288,0.9839052148
,,10,11 Dec 2018,1.1137,0.983935236
,,11,12 Dec 2018,1.3151,0.9839706873
,,12,13 Dec 2018,1.6167,0.9840142705
,,13,14 Dec 2018,1.5868,0.9840570495
,,14,17 Dec 2018,1.5526,0.984182626
,,17,18 Dec 2018,1.4564,0.9842218962
,,18,19 Dec 2018,1.5719,0.9842642825
,,19,20 Dec 2018,1.9044,0.9843156368
,,20,21 Dec 2018,2.0203,0.9843701193
,,21,24 Dec 2018,2.0633,0.984537055
,,24,26 Dec 2018,1.9447,0.9846419662
,,26,27 Dec 2018,2.1772,0.9847006994
,,27,28 Dec 2018,1.7089,0.9847468023
,,28,31 Dec 2018,1.846,0.984896214
,,31,02 Jan 2019,1.7645,0.9849914387
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2019,Jan,2,03 Jan 2019,1.2781,0.9850259296
,,3,04 Jan 2019,0.9545,0.9850516887
,,4,07 Jan 2019,1.264,0.9851540261
,,7,08 Jan 2019,1.147,0.9851849842
,,8,09 Jan 2019,1.1236,0.9852153117
,,9,10 Jan 2019,1.1964,0.9852476052
,,10,11 Jan 2019,1.0776,0.9852766929
,,11,14 Jan 2019,1.1299,0.9853681941
,,14,15 Jan 2019,1.1263,0.9853986001
,,15,16 Jan 2019,1.0919,0.9854280784
,,16,17 Jan 2019,1.3666,0.9854649739
,,17,18 Jan 2019,1.5422,0.9855066118
,,18,21 Jan 2019,1.6371,0.9856392178
,,21,22 Jan 2019,1.4506,0.9856783895
,,22,23 Jan 2019,1.7363,0.9857252781
,,23,24 Jan 2019,1.8543,0.9857753557
,,24,25 Jan 2019,1.9116,0.9858269833
,,25,28 Jan 2019,1.7582,0.9859694447
,,28,29 Jan 2019,1.8305,0.9860188918
,,29,30 Jan 2019,1.89,0.9860699487
,,30,31 Jan 2019,1.9188,0.9861217862
,,31,01 Feb 2019,1.8978,0.9861730591
,Feb,1,04 Feb 2019,1.6472,0.9863065735
,,4,07 Feb 2019,1.7538,0.9864487475
,,7,08 Feb 2019,1.6384,0.9864930269
,,8,11 Feb 2019,1.8156,0.9866402387
,,11,12 Feb 2019,1.7735,0.9866881786
,,12,13 Feb 2019,1.7882,0.9867365182
,,13,14 Feb 2019,1.7162,0.9867829138
,,14,15 Feb 2019,1.6528,0.9868275975
,,15,18 Feb 2019,1.5548,0.9869537059
,,18,19 Feb 2019,1.558,0.986995834
,,19,20 Feb 2019,1.7053,0.9870419469
,,20,21 Feb 2019,1.5467,0.9870837732
,,21,22 Feb 2019,1.5324,0.9871252145
,,22,25 Feb 2019,1.707,0.9872637095
,,25,26 Feb 2019,1.6459,0.9873082283
,,26,27 Feb 2019,1.5746,0.9873508205
,,27,28 Feb 2019,1.4256,0.987389384
,,28,01 Mar 2019,1.6556,0.9874341709
,Mar,1,04 Mar 2019,1.8033,0.9875805249
,,4,05 Mar 2019,1.4282,0.9876191677
,,5,06 Mar 2019,1.3116,0.9876546571
,,6,07 Mar 2019,1.2044,0.987687247
,,7,08 Mar 2019,1.2488,0.9877210394
,,8,11 Mar 2019,1.099,0.987810259
,,11,12 Mar 2019,1.1414,0.9878411491
,,12,13 Mar 2019,1.0192,0.9878687328
,,13,14 Mar 2019,1.0662,0.9878975894
,,14,15 Mar 2019,1.0579,0.9879262222
,,15,18 Mar 2019,1.2407,0.9880269663
,,18,19 Mar 2019,1.2236,0.9880600882
,,19,20 Mar 2019,1.4223,0.9880985901
,,20,21 Mar 2019,1.5833,0.9881414519
,,21,22 Mar 2019,1.6409,0.988185875
,,22,25 Mar 2019,1.6422,0.9883192557
,,25,26 Mar 2019,1.5807,0.9883620567
,,26,27 Mar 2019,1.6774,0.988407478
,,27,28 Mar 2019,1.8564,0.9884577487
,,28,29 Mar 2019,1.8534,0.9885079407
,,29,01 Apr 2019,2.2358,0.9886895932
,Apr,1,02 Apr 2019,1.5456,0.9887314595
,,2,03 Apr 2019,1.5339,0.9887730106
,,3,04 Apr 2019,1.4935,0.988813469
,,4,05 Apr 2019,1.4388,0.9888524472
,,5,08 Apr 2019,1.7328,0.9889932815
,,8,09 Apr 2019,1.787,0.9890417015
,,9,10 Apr 2019,1.7875,0.9890901375
,,10,11 Apr 2019,1.7077,0.9891364134
,,11,12 Apr 2019,1.6421,0.9891809137
,,12,15 Apr 2019,1.6636,0.9893161686
,,15,16 Apr 2019,1.6009,0.9893595602
,,16,17 Apr 2019,1.6481,0.9894042332
,,17,18 Apr 2019,1.6017,0.9894476504
,,18,22 Apr 2019,1.7528,0.9896377111
,,22,23 Apr 2019,1.7772,0.989685897
,,23,24 Apr 2019,1.7087,0.9897322279
,,24,25 Apr 2019,1.694,0.9897781623
,,25,26 Apr 2019,1.766,0.9898260513
,,26,29 Apr 2019,1.6678,0.9899617361
,,29,30 Apr 2019,1.8593,0.9900121645
,,30,02 May 2019,2.0791,0.9901249499
,May,2,03 May 2019,1.9441,0.9901776869
,,3,06 May 2019,1.9643,0.9903375504
,,6,07 May 2019,1.9961,0.9903917097
,,7,08 May 2019,2.1542,0.9904501618
,,8,09 May 2019,1.99,0.9905041617
,,9,10 May 2019,1.7012,0.9905503273
,,10,13 May 2019,1.7954,0.9906965
,,13,14 May 2019,1.6964,0.9907425443
,,14,15 May 2019,1.8553,0.9907929039
,,15,16 May 2019,1.7315,0.9908399055
,,16,17 May 2019,1.8167,0.9908892222
,,17,21 May 2019,2.039,0.9911106384
,,21,22 May 2019,1.695,0.9911566639
,,22,23 May 2019,1.7432,0.9912040005
,,23,24 May 2019,1.4486,0.9912433391
,,24,27 May 2019,1.7018,0.9913819882
,,27,28 May 2019,1.673,0.9914274288
,,28,29 May 2019,1.8282,0.9914770871
,,29,30 May 2019,1.914,0.9915290785
,,30,31 May 2019,1.5849,0.9915721326
,,31,03 Jun 2019,1.8757,0.9917250005
,Jun,3,04 Jun 2019,1.786,0.9917735271
,,4,06 Jun 2019,1.6102,0.9918610314
,,6,07 Jun 2019,1.3635,0.9918980835
,,7,10 Jun 2019,1.9579,0.992057703
,,10,11 Jun 2019,1.9555,0.9921108528
,,11,12 Jun 2019,2.1023,0.9921679957
,,12,13 Jun 2019,1.8346,0.992217865
,,13,14 Jun 2019,1.1671,0.9922495916
,,14,17 Jun 2019,1.2907,0.9923548543
,,17,18 Jun 2019,1.2541,0.9923889505
,,18,19 Jun 2019,1.3965,0.9924269196
,,19,20 Jun 2019,1.2413,0.9924606703
,,20,21 Jun 2019,1.2634,0.992495023
,,21,24 Jun 2019,1.5855,0.99262436
,,24,25 Jun 2019,1.5577,0.992666722
,,25,26 Jun 2019,1.4176,0.9927052755
,,26,27 Jun 2019,1.3439,0.9927418261
,,27,28 Jun 2019,1.4207,0.9927804669
,,28,01 Jul 2019,1.673,0.992916981
,Jul,1,02 Jul 2019,1.5492,0.9929591242
,,2,03 Jul 2019,1.5807,0.9930021261
,,3,04 Jul 2019,1.5546,0.9930444199
,,4,05 Jul 2019,1.3368,0.9930807898
,,5,08 Jul 2019,1.5244,0.993205216
,,8,09 Jul 2019,1.4361,0.9932442939
,,9,10 Jul 2019,1.4389,0.9932834495
,,10,11 Jul 2019,1.4191,0.9933220678
,,11,12 Jul 2019,1.2798,0.9933568967
,,12,15 Jul 2019,1.3533,0.9934673879
,,15,16 Jul 2019,1.373,0.9935047586
,,16,17 Jul 2019,1.3579,0.9935417197
,,17,18 Jul 2019,1.4758,0.9935818914
,,18,19 Jul 2019,1.5818,0.9936249503
,,19,22 Jul 2019,1.7574,0.9937684733
,,22,23 Jul 2019,1.7604,0.9938164029
,,23,24 Jul 2019,1.6938,0.9938625214
,,24,25 Jul 2019,1.6323,0.9939069675
,,25,26 Jul 2019,1.5729,0.993949798
,,26,29 Jul 2019,1.6436,0.9940840711
,,29,30 Jul 2019,1.7231,0.9941310001
,,30,31 Jul 2019,1.9407,0.9941838579
,,31,01 Aug 2019,1.9413,0.9942367348
,Aug,1,02 Aug 2019,1.6926,0.9942828402
,,2,05 Aug 2019,1.7049,0.9944221678
,,5,06 Aug 2019,1.7662,0.994470287
,,6,07 Aug 2019,1.8936,0.9945218795
,,7,08 Aug 2019,1.6249,0.9945661535
,,8,13 Aug 2019,1.8084,0.9948125334
,,13,14 Aug 2019,1.6639,0.9948578832
,,14,15 Aug 2019,1.6949,0.99490408
,,15,16 Aug 2019,1.5082,0.99494519
,,16,19 Aug 2019,1.6281,0.99507833
,,19,20 Aug 2019,1.4024,0.9951165629
,,20,21 Aug 2019,1.2771,0.995151381
,,21,22 Aug 2019,1.3259,0.9951875309
,,22,23 Aug 2019,1.2491,0.9952215882
,,23,26 Aug 2019,1.286,0.9953267817
,,26,27 Aug 2019,1.3413,0.9953633579
,,27,28 Aug 2019,1.4376,0.9954025616
,,28,29 Aug 2019,1.6368,0.9954471993
,,29,30 Aug 2019,1.9107,0.9954993089
,,30,02 Sep 2019,1.7441,0.9956420144
,Sep,2,03 Sep 2019,1.4403,0.9956813027
,,3,04 Sep 2019,1.5036,0.9957223193
,,4,05 Sep 2019,1.511,0.9957635395
,,5,06 Sep 2019,1.5743,0.9958064883
,,6,09 Sep 2019,1.6121,0.995938434
,,9,10 Sep 2019,1.7302,0.9959856442
,,10,11 Sep 2019,1.6328,0.9960301989
,,11,12 Sep 2019,1.6192,0.9960743844
,,12,13 Sep 2019,1.4631,0.996114312
,,13,16 Sep 2019,1.4859,0.9962359662
,,16,17 Sep 2019,1.5503,0.9962782803
,,17,18 Sep 2019,1.4199,0.9963170369
,,18,19 Sep 2019,1.1938,0.9963496233
,,19,20 Sep 2019,0.749,0.9963700689
,,20,23 Sep 2019,0.6849,0.9964261577
,,23,24 Sep 2019,0.7375,0.996446291
,,24,25 Sep 2019,1.2017,0.9964790973
,,25,26 Sep 2019,1.5154,0.9965204689
,,26,27 Sep 2019,1.5821,0.9965636633
,,27,30 Sep 2019,1.5874,0.9966936862
,,30,01 Oct 2019,1.7204,0.9967406646
,Oct,1,02 Oct 2019,1.4092,0.996779147
,,2,03 Oct 2019,1.4611,0.9968190482
,,3,04 Oct 2019,1.3062,0.9968547207
,,4,07 Oct 2019,1.1102,0.996945683
,,7,08 Oct 2019,1.117,0.9969761922
,,8,09 Oct 2019,0.9774,0.9970028894
,,9,10 Oct 2019,1.06,0.9970318434
,,10,11 Oct 2019,1.1568,0.9970634425
,,11,14 Oct 2019,1.2871,0.9971689209
,,14,15 Oct 2019,1.0672,0.9971980765
,,15,16 Oct 2019,1.0975,0.9972280607
,,16,17 Oct 2019,1.2266,0.997261573
,,17,18 Oct 2019,1.2593,0.9972959799
,,18,21 Oct 2019,1.2586,0.9973991468
,,21,22 Oct 2019,1.3364,0.9974356652
,,22,23 Oct 2019,1.4067,0.9974741061
,,23,24 Oct 2019,1.5925,0.9975176261
,,24,25 Oct 2019,1.4978,0.9975585598
,,25,29 Oct 2019,1.7417,0.9977489651
,,29,30 Oct 2019,1.73,0.9977962556
,,30,31 Oct 2019,1.6836,0.99784228
,,31,01 Nov 2019,1.6432,0.997887202
,Nov,1,04 Nov 2019,1.338,0.9979969423
,,4,05 Nov 2019,1.0749,0.9980263326
,,5,06 Nov 2019,0.8751,0.9980502606
,,6,07 Nov 2019,0.7925,0.9980719306
,,7,08 Nov 2019,0.5491,0.9980869455
,,8,11 Nov 2019,0.7595,0.9981492507
,,11,12 Nov 2019,0.6814,0.9981678846
,,12,13 Nov 2019,0.9573,0.998194064
,,13,14 Nov 2019,0.9095,0.9982189368
,,14,15 Nov 2019,0.9153,0.9982439688
,,15,18 Nov 2019,1.1029,0.998334459
,,18,19 Nov 2019,1.044,0.9983630141
,,19,20 Nov 2019,1.0882,0.998392779
,,20,21 Nov 2019,1.3661,0.9984301462
,,21,22 Nov 2019,1.5404,0.9984722827
,,22,25 Nov 2019,1.5447,0.9985990504
,,25,26 Nov 2019,1.5496,0.9986414457
,,26,27 Nov 2019,1.5313,0.9986833421
,,27,28 Nov 2019,1.4054,0.9987217955
,,28,29 Nov 2019,1.4213,0.9987606855
,,29,02 Dec 2019,1.6264,0.9988941965
,Dec,2,03 Dec 2019,1.5192,0.9989357724
,,3,04 Dec 2019,1.2475,0.9989699141
,,4,05 Dec 2019,1.1507,0.9990014077
,,5,06 Dec 2019,1.2829,0.9990365205
,,6,09 Dec 2019,1.3218,0.999145057
,,9,10 Dec 2019,1.369,0.9991825317
,,10,11 Dec 2019,1.3442,0.999219329
,,11,12 Dec 2019,1.2755,0.999254247
,,12,13 Dec 2019,1.0079,0.9992818401
,,13,16 Dec 2019,1.1518,0.9993764406
,,16,17 Dec 2019,0.6668,0.9993946977
,,17,18 Dec 2019,0.4863,0.9994080129
,,18,19 Dec 2019,0.2698,0.9994154003
,,19,20 Dec 2019,0.9469,0.9994413276
,,20,23 Dec 2019,1.4292,0.9995587305
,,23,24 Dec 2019,1.9062,0.9996109321
,,24,26 Dec 2019,1.9185,0.9997160145
,,26,27 Dec 2019,1.3502,0.9997529958
,,27,30 Dec 2019,1.1994,0.9998515522
,,30,31 Dec 2019,1.0252,0.9998796357
,,31,02 Jan 2020,1.3562,0.9999539391
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2020,Jan,2,03 Jan 2020,1.6813,1
,,3,06 Jan 2020,1.2271,1.000100858
,,6,07 Jan 2020,0.9619,1.000127214
,,7,08 Jan 2020,1.0309,1.000155461
,,8,09 Jan 2020,1.0006,1.000182879
,,9,10 Jan 2020,1.0299,1.000211101
,,10,13 Jan 2020,1.181,1.00030819
,,13,14 Jan 2020,1.0595,1.000337226
,,14,15 Jan 2020,0.8209,1.000359724
,,15,16 Jan 2020,0.8514,1.000383058
,,16,17 Jan 2020,0.9215,1.000408315
,,17,20 Jan 2020,1.1806,1.00050539
,,20,21 Jan 2020,0.7793,1.000526751
,,21,22 Jan 2020,1.0474,1.000555462
,,22,23 Jan 2020,1.0442,1.000584086
,,23,24 Jan 2020,1.0101,1.000611777
,,24,28 Jan 2020,1.2578,1.000749702
,,28,29 Jan 2020,1.1813,1.000782091
,,29,30 Jan 2020,1.0807,1.000811722
,,30,31 Jan 2020,1.3564,1.000848914
,,31,03 Feb 2020,1.6492,1.00098458
,Feb,3,04 Feb 2020,1.471,1.001024921
,,4,05 Feb 2020,1.1359,1.001056073
,,5,06 Feb 2020,1.1134,1.001086609
,,6,07 Feb 2020,0.9655,1.00111309
,,7,10 Feb 2020,0.7943,1.001178448
,,10,11 Feb 2020,0.9541,1.001204618
,,11,12 Feb 2020,0.833,1.001227468
,,12,13 Feb 2020,0.7835,1.00124896
,,13,14 Feb 2020,0.9036,1.001273747
,,14,17 Feb 2020,1.065,1.001361393
,,17,18 Feb 2020,0.9734,1.001388098
,,18,19 Feb 2020,1.1336,1.001419198
,,19,20 Feb 2020,1.0811,1.001448859
,,20,21 Feb 2020,0.6284,1.001466101
,,21,24 Feb 2020,0.7445,1.001527382
,,24,25 Feb 2020,0.925,1.001552763
,,25,26 Feb 2020,0.9665,1.001579284
,,26,27 Feb 2020,0.9239,1.001604636
,,27,28 Feb 2020,0.9498,1.0016307
,,28,02 Mar 2020,1.2581,1.001734274
,Mar,2,03 Mar 2020,0.8472,1.001757525
,,3,04 Mar 2020,0.6216,1.001774585
,,4,05 Mar 2020,0.5175,1.001788789
,,5,06 Mar 2020,0.5118,1.001802836
,,6,09 Mar 2020,0.6843,1.001859181
,,9,10 Mar 2020,0.7093,1.00187865
,,10,11 Mar 2020,0.6182,1.001895619
,,11,12 Mar 2020,0.3967,1.001906508
,,12,13 Mar 2020,0.5165,1.001920685
,,13,16 Mar 2020,0.5155,1.001963137
,,16,17 Mar 2020,0.3803,1.001973576
,,17,18 Mar 2020,0.58,1.001989498
